Colorado River at Lees Ferry, AZ (Meko)
Upper Colorado River Basin
Annual (Water Year, Oct-Sep) streamflow reconstruction
Values in acre-feet
Recon = reconstruction
Observed = natural flow record from US Bureau of Reclamation
Recon Interval: 762-2005	
Observed Interval: 1906-2004
PI: D. Meko
Reference: 	Meko, D.M., C.A. Woodhouse, C.H. Baisan, T. Knight, J.J. Lukas, 
M.K. Hughes, and M.W. Salzer. 2007. Medieval drought in the upper Colorado 
River Basin. Geophysical Research Letters, Vol. 34, L10705	
URL: http://treeflow.info/upco/coloradoleesmeko.html
Add'l Info: http://www.ncdc.noaa.gov/paleo/pubs/meko2007/meko2007.html 	 
           
==========              
Year	   Recon  Observed
1780  12416602     -9999  
1781  13213168     -9999  
1782  11553847     -9999  
1783  16535333     -9999  
1784  19075777     -9999  
1785  18081922     -9999  
1786  10852814     -9999  
1787  16328004     -9999  
1788  13106051     -9999  
1789   9856187     -9999  
1790  18835738     -9999  
1791  19580717     -9999  
1792  19701256     -9999  
1793  14344111     -9999  
1794  13950021     -9999  
1795  12960876     -9999  
1796  15729694     -9999  
1797  19171080     -9999  
1798   7495455     -9999  
1799  16000551     -9999  
1800  16022144     -9999  
1801  13799737     -9999  
1802  17069178     -9999  
1803  12347164     -9999  
1804  10645306     -9999  
1805  12229383     -9999  
1806  11861776     -9999  
1807  15258134     -9999  
1808  14394148     -9999  
1809  12683184     -9999  
1810  13987168     -9999  
1811  18994730     -9999  
1812  17167571     -9999  
1813   9346367     -9999  
1814  11007162     -9999  
1815  17256874     -9999  
1816  20882477     -9999  
1817  18290415     -9999  
1818  12893176     -9999  
1819  12073770     -9999  
1820  11327178     -9999  
1821  15663558     -9999  
1822  12152479     -9999  
1823  13057854     -9999  
1824   9014545     -9999  
1825  13049505     -9999  
1826  18466343     -9999  
1827  15930088     -9999  
1828  18933166     -9999  
1829  10210995     -9999  
1830  11887808     -9999  
1831  16939086     -9999  
1832  18813144     -9999  
1833  15968011     -9999  
1834  11157432     -9999  
1835  14831420     -9999  
1836  16998303     -9999  
1837  22500632     -9999  
1838  20963412     -9999  
1839  19492304     -9999  
1840  20078673     -9999  
1841  19445809     -9999  
1842  12025429     -9999  
1843  18964927     -9999  
1844  14690949     -9999  
1845   4805152     -9999  
1846   8708407     -9999  
1847   8544461     -9999  
1848  17180791     -9999  
1849  23350628     -9999  
1850  18357277     -9999  
1851   4031730     -9999  
1852  16437781     -9999  
1853  20111748     -9999  
1854  14851441     -9999  
1855   9668239     -9999  
1856  16949423     -9999  
1857  13601649     -9999  
1858  17609040     -9999  
1859  15055322     -9999  
1860  15549238     -9999  
1861   7478484     -9999  
1862  20187522     -9999  
1863  14577500     -9999  
1864  12329809     -9999  
1865  16550562     -9999  
1866  22524595     -9999  
1867  23422661     -9999  
1868  18438311     -9999  
1869  15944738     -9999  
1870  12798464     -9999  
1871   8557330     -9999  
1872  16384725     -9999  
1873  14822054     -9999  
1874  11662991     -9999  
1875  13151150     -9999  
1876  15123750     -9999  
1877  13109625     -9999  
1878  12710653     -9999  
1879   7795158     -9999  
1880  13613252     -9999  
1881  12333486     -9999  
1882  10013855     -9999  
1883  11667556     -9999  
1884  17931370     -9999  
1885  17835907     -9999  
1886  14151383     -9999  
1887   9181242     -9999  
1888  13942728     -9999  
1889  12788786     -9999  
1890  15429342     -9999  
1891  16085331     -9999  
1892  15143183     -9999  
1893  11154406     -9999  
1894  12309645     -9999  
1895  16062292     -9999  
1896   9048322     -9999  
1897  17142532     -9999  
1898  15890999     -9999  
1899  11767275     -9999  
1900  11559656     -9999  
1901  10990975     -9999  
1902   6227271     -9999  
1903  15239210     -9999  
1904  12582518     -9999  
1905  16876783     -9999  
1906  18012581  18214678
1907  17494095  21234305
1908  12901150  11773952
1909  17868753  21841427
1910  16220557  14736670
1911  16282859  15125081
1912  18708881  19082127
1913  13677831  14472192
1914  18910887  21066767
1915  16244239  14137603
1916  18269154  19187542
1917  21707407  23849259
1918  14060764  15750724
1919  13512373  12951469
1920  19668726  21927976
1921  21959351  22703070
1922  16390119  18669586
1923  16350332  18343663
1924  15865022  14639094
1925  11327000  13410821
1926  17308622  16114020
1927  17739553  18551860
1928  17709683  17577859
1929  15778167  21407051
1930  15088462  15283505
1931  12956812   8631719
1932  17135345  17545522
1933  13582902  12130063
1934   7219251   6627514
1935  13929788  12280022
1936  12676016  14485382
1937  15437266  14161753
1938  18276820  17920064
1939  15290333  11718056
1940  13698362   9380279
1941  19554721  18319340
1942  20817271  19428259
1943  14970744  13624479
1944  13124177  15512509
1945  10827207  13912713
1946   9284562  11062728
1947  15896430  15916279
1948  17074094  15880189
1949  18496606  16662172
1950  12283675  13317921
1951  10213593  12485833
1952  17828356  20900043
1953  12604875  11204001
1954   6965792   8368141
1955  15611382   9795470
1956  12613718  11505097
1957  18288849  20159803
1958  16877171  16899937
1959   8023650   9232537
1960  13374495  11974847
1961  11291329   9247778
1962  17032106  17769350
1963  11257214   9259450
1964  12953635  10801202
1965  18846014  18866401
1966  14933402  11622229
1967  12805002  11808474
1968  12932949  13508237
1969  16562413  14849712
1970  16201561  15344263
1971  12450491  15328915
1972  11799624  12639988
1973  20315636  19454642
1974  16062776  13514611
1975  15668027  17040250
1976  10330838  11467038
1977   3603193   5629636
1978  17676531  15119888
1979  19867787  18035181
1980  16035166  17688851
1981   9862471   8796290
1982  17722469  16721840
1983  23454564  24449470
1984  21325443  25275313
1985  21628180  21227596
1986  21814109  22619039
1987  17002147  17000899
1988  12733193  11842665
1989  12544807  10160587
1990   8691323   9314034
1991  15336002  12318377
1992  15285129  11025129
1993  18886069  18157551
1994  11624175  10684313
1995  17344231  20172606
1996  15530905  14549373
1997  16228977  21176671
1998  17375457  17184319
1999  15413953  16713900
2000  10681849  11057654
2001  10219732  11048316
2002   4464679   6229694
2003  14581652  10497431
2004  14405387   9433491
2005  16690946  16838684
